solver_name,beta_schedule_type,dataset_name,num_vertices,num_graphs,density,penalty_mode,feasibility_rate,success_rate,dominance_score,avg_relative_gap,std_relative_gap,num_feasible,num_success,total_time
QWaveSampler_default,default,synthetic_n6,6,50,0.5,exact,1.0,0.42,0.42,0.09281679955751163,0.14123434431013424,50,21,6.088360548019409
QWaveSampler_linear,linear,synthetic_n6,6,50,0.5,exact,1.0,0.42,0.42,0.09555581140565658,0.11551373534781473,50,21,6.989539861679077
QWaveSampler_exponential,exponential,synthetic_n6,6,50,0.5,exact,1.0,0.22,0.22,0.21755536646016518,0.23460450829532203,50,11,6.111236810684204
QWaveSampler_default,default,synthetic_n6,6,50,0.5,lucas,1.0,0.98,0.98,-0.00916338924233661,0.03945287358819537,50,49,6.14051628112793
QWaveSampler_linear,linear,synthetic_n6,6,50,0.5,lucas,1.0,0.86,0.86,0.005786789234157656,0.06309732671854319,50,43,7.2183332443237305
QWaveSampler_exponential,exponential,synthetic_n6,6,50,0.5,lucas,1.0,0.94,0.94,-0.002791594370541739,0.05309763920899815,50,47,6.088680744171143
QWaveSampler_default,default,synthetic_n8,8,50,0.5,exact,1.0,0.04,0.02,0.2011859856043476,0.11985994342057382,50,2,12.589986801147461
QWaveSampler_linear,linear,synthetic_n8,8,50,0.5,exact,1.0,0.04,0.02,0.20716732924186942,0.12016889444911194,50,2,13.97310185432434
QWaveSampler_exponential,exponential,synthetic_n8,8,50,0.5,exact,1.0,0.02,0.02,0.29324984443604607,0.17500302236643275,50,1,12.464771509170532
QWaveSampler_default,default,synthetic_n8,8,50,0.5,lucas,1.0,0.9,0.66,-0.002008573591474008,0.06445093231456336,50,45,12.576232194900513
QWaveSampler_linear,linear,synthetic_n8,8,50,0.5,lucas,1.0,0.98,0.8,-0.012745086454104054,0.059654491678201416,50,49,14.683114051818848
QWaveSampler_exponential,exponential,synthetic_n8,8,50,0.5,lucas,1.0,0.98,0.82,-0.014479415316015178,0.052008668664892246,50,49,12.645121335983276
QWaveSampler_default,default,synthetic_n11,11,50,0.5,exact,1.0,0.0,0.0,0.3189415061315389,0.14986411720122755,50,0,29.606107234954834
QWaveSampler_linear,linear,synthetic_n11,11,50,0.5,exact,1.0,0.0,0.0,0.32711411257848616,0.13317006874509474,50,0,32.082120180130005
QWaveSampler_exponential,exponential,synthetic_n11,11,50,0.5,exact,0.24,0.0,0.0,0.4010959369116336,0.14582889495057927,12,0,29.52787446975708
QWaveSampler_default,default,synthetic_n11,11,50,0.5,lucas,0.96,0.84,0.3958333333333333,0.012852778248902894,0.04355969357307541,48,42,29.798420667648315
QWaveSampler_linear,linear,synthetic_n11,11,50,0.5,lucas,1.0,0.92,0.48,0.0018225187880702026,0.040936053510565756,50,46,34.3412971496582
QWaveSampler_exponential,exponential,synthetic_n11,11,50,0.5,lucas,0.82,0.48,0.21951219512195122,0.03719507681027461,0.06498848292460045,41,24,29.91577458381653
QWaveSampler_default,default,synthetic_n13,13,50,0.5,exact,0.98,0.0,0.0,0.4068647581825002,0.13877410680494406,49,0,46.6808295249939
QWaveSampler_linear,linear,synthetic_n13,13,50,0.5,exact,0.76,0.0,0.0,0.439500238710703,0.14674901093461026,38,0,49.8826208114624
QWaveSampler_exponential,exponential,synthetic_n13,13,50,0.5,exact,0.06,0.0,0.0,0.4384539157079013,0.10906677062156998,3,0,49.16905641555786
QWaveSampler_default,default,synthetic_n13,13,50,0.5,lucas,0.82,0.54,0.12195121951219512,0.041535914015378726,0.04510448491521276,41,27,47.25775599479675
QWaveSampler_linear,linear,synthetic_n13,13,50,0.5,lucas,0.94,0.88,0.425531914893617,0.0011346220687287018,0.036927919883048846,47,44,54.11053419113159
QWaveSampler_exponential,exponential,synthetic_n13,13,50,0.5,lucas,0.44,0.02,0.0,0.15100632778242765,0.06937188900631586,22,1,49.273526668548584
QWaveSampler_default,default,synthetic_n15,15,50,0.5,exact,0.36,0.0,0.0,0.3503131759642763,0.11933491607099866,18,0,70.18812680244446
QWaveSampler_linear,linear,synthetic_n15,15,50,0.5,exact,0.04,0.0,0.0,0.43524845171982673,0.05252981205279065,2,0,75.01812815666199
QWaveSampler_exponential,exponential,synthetic_n15,15,50,0.5,exact,0.0,0.0,0.0,inf,0.0,0,0,70.65465140342712
QWaveSampler_default,default,synthetic_n15,15,50,0.5,lucas,0.64,0.36,0.125,0.04478019614809075,0.04422829656846834,32,18,70.1380410194397
QWaveSampler_linear,linear,synthetic_n15,15,50,0.5,lucas,0.9,0.88,0.5333333333333333,-0.004780569664433967,0.03561320585969691,45,44,79.91014385223389
QWaveSampler_exponential,exponential,synthetic_n15,15,50,0.5,lucas,0.0,0.0,0.0,inf,0.0,0,0,72.57239627838135
